"from","to","strength"
"Temporal_R_t_1","Frontal_L_t_1",0.3
"Temporal_R_t_1","Frontal_Orb_L_t_0",0.01
"Temporal_R_t_1","Frontal_Orb_L_t_1",0.41
"Temporal_R_t_1","Frontal_Orb_R_t_1",0.58
"Temporal_R_t_1","Frontal_R_t_1",0.52
"Temporal_R_t_1","Insula_L_t_0",0.02
"Temporal_R_t_1","Insula_L_t_1",0.21
"Temporal_R_t_1","Insula_R_t_0",0.06
"Temporal_R_t_1","Insula_R_t_1",0.11
"Temporal_R_t_1","Limbic_L_t_0",0.01
"Temporal_R_t_1","Limbic_L_t_1",0.65
"Temporal_R_t_1","Limbic_R_t_0",0.01
"Temporal_R_t_1","Limbic_R_t_1",0.88
"Temporal_R_t_1","Motor_L_t_0",0.03
"Temporal_R_t_1","Motor_L_t_1",0.21
"Temporal_R_t_1","Motor_R_t_0",0.04
"Temporal_R_t_1","Motor_R_t_1",0.47
"Temporal_R_t_1","Occipital_L_t_0",0.06
"Temporal_R_t_1","Occipital_L_t_1",0.5
"Temporal_R_t_1","Occipital_R_t_0",0.1
"Temporal_R_t_1","Occipital_R_t_1",0.91
"Temporal_R_t_1","Parietal_L_t_0",0.01
"Temporal_R_t_1","Parietal_L_t_1",0.28
"Temporal_R_t_1","Parietal_R_t_0",0.11
"Temporal_R_t_1","Parietal_R_t_1",0.5
"Temporal_R_t_1","Temporal_L_t_0",0.04
"Temporal_R_t_1","Temporal_L_t_1",0.54
"Temporal_R_t_1","Temporal_R_t_0",1
"Temporal_R_t_1","Thalamus_L_t_0",0.03
"Temporal_R_t_1","Thalamus_L_t_1",0.32
"Temporal_R_t_1","Thalamus_R_t_0",0.04
"Temporal_R_t_1","Thalamus_R_t_1",0.72
"Temporal_R_t_1","Vermis_t_0",0.05
"Temporal_R_t_1","Vermis_t_1",0.56
"Thalamus_L_t_0","BasalGanglia_L_t_0",0.5
"Thalamus_L_t_0","BasalGanglia_R_t_0",0.46
"Thalamus_L_t_0","Cerebellum_L_t_0",0.31
"Thalamus_L_t_0","Cerebellum_R_t_0",0.48
"Thalamus_L_t_0","Cingulate_R_t_0",0.06
"Thalamus_L_t_0","DVARS_t_0",0.04
"Thalamus_L_t_0","Frontal_L_t_0",0.25
"Thalamus_L_t_0","Frontal_Orb_L_t_0",0.35
"Thalamus_L_t_0","Frontal_Orb_R_t_0",0.47
"Thalamus_L_t_0","Frontal_R_t_0",0.42
"Thalamus_L_t_0","Insula_L_t_0",0.29
"Thalamus_L_t_0","Insula_R_t_0",0.22
"Thalamus_L_t_0","Limbic_L_t_0",0.46
"Thalamus_L_t_0","Limbic_R_t_0",0.7
"Thalamus_L_t_0","Motor_L_t_0",0.17
"Thalamus_L_t_0","Motor_R_t_0",0.35
"Thalamus_L_t_0","Occipital_L_t_0",0.34
"Thalamus_L_t_0","Occipital_R_t_0",0.77
"Thalamus_L_t_0","Parietal_L_t_0",0.25
"Thalamus_L_t_0","Parietal_R_t_0",0.46
"Thalamus_L_t_0","Temporal_L_t_0",0.44
"Thalamus_L_t_0","Temporal_R_t_0",0.36
"Thalamus_L_t_0","Thalamus_R_t_0",1
"Thalamus_L_t_0","Vermis_t_0",0.39
"Thalamus_L_t_1","BasalGanglia_L_t_1",0.5
"Thalamus_L_t_1","BasalGanglia_R_t_1",0.46
"Thalamus_L_t_1","Cerebellum_L_t_0",0.01
"Thalamus_L_t_1","Cerebellum_L_t_1",0.31
"Thalamus_L_t_1","Cerebellum_R_t_1",0.48
"Thalamus_L_t_1","Cingulate_L_t_0",0.02
"Thalamus_L_t_1","Cingulate_R_t_0",0.01
"Thalamus_L_t_1","Cingulate_R_t_1",0.06
"Thalamus_L_t_1","DVARS_t_1",0.04
"Thalamus_L_t_1","Frontal_L_t_1",0.25
"Thalamus_L_t_1","Frontal_Orb_L_t_1",0.35
"Thalamus_L_t_1","Frontal_Orb_R_t_1",0.47
"Thalamus_L_t_1","Frontal_R_t_1",0.42
"Thalamus_L_t_1","Insula_L_t_1",0.29
"Thalamus_L_t_1","Insula_R_t_0",0.01
"Thalamus_L_t_1","Insula_R_t_1",0.22
"Thalamus_L_t_1","Limbic_L_t_1",0.46
"Thalamus_L_t_1","Limbic_R_t_1",0.7
"Thalamus_L_t_1","Motor_L_t_1",0.17
"Thalamus_L_t_1","Motor_R_t_1",0.35
"Thalamus_L_t_1","Occipital_L_t_0",0.01
"Thalamus_L_t_1","Occipital_L_t_1",0.34
"Thalamus_L_t_1","Occipital_R_t_1",0.77
"Thalamus_L_t_1","Parietal_L_t_1",0.25
"Thalamus_L_t_1","Parietal_R_t_1",0.46
"Thalamus_L_t_1","Temporal_L_t_0",0.01
"Thalamus_L_t_1","Temporal_L_t_1",0.44
"Thalamus_L_t_1","Temporal_R_t_0",0.01
"Thalamus_L_t_1","Temporal_R_t_1",0.36
"Thalamus_L_t_1","Thalamus_L_t_0",0.88
"Thalamus_L_t_1","Thalamus_R_t_0",0.43
"Thalamus_L_t_1","Thalamus_R_t_1",1
"Thalamus_L_t_1","Vermis_t_1",0.39
"Thalamus_R_t_0","BasalGanglia_L_t_0",0.2
"Thalamus_R_t_0","BasalGanglia_R_t_0",0.35
"Thalamus_R_t_0","Cerebellum_L_t_0",0.13
"Thalamus_R_t_0","Cerebellum_R_t_0",0.25
"Thalamus_R_t_0","DVARS_t_0",0.16
"Thalamus_R_t_0","Frontal_L_t_0",0.1
"Thalamus_R_t_0","Frontal_Orb_L_t_0",0.18
"Thalamus_R_t_0","Frontal_Orb_R_t_0",0.3
"Thalamus_R_t_0","Frontal_R_t_0",0.36
"Thalamus_R_t_0","Insula_L_t_0",0.04
"Thalamus_R_t_0","Insula_R_t_0",0.04
"Thalamus_R_t_0","Limbic_L_t_0",0.35
"Thalamus_R_t_0","Limbic_R_t_0",0.55
"Thalamus_R_t_0","Motor_L_t_0",0.02
"Thalamus_R_t_0","Motor_R_t_0",0.16
"Thalamus_R_t_0","Occipital_L_t_0",0.18
"Thalamus_R_t_0","Occipital_R_t_0",0.45
"Thalamus_R_t_0","Parietal_L_t_0",0.1
"Thalamus_R_t_0","Parietal_R_t_0",0.3
"Thalamus_R_t_0","Temporal_L_t_0",0.29
"Thalamus_R_t_0","Temporal_R_t_0",0.18
"Thalamus_R_t_0","Vermis_t_0",0.43
"Thalamus_R_t_1","BasalGanglia_L_t_1",0.2
"Thalamus_R_t_1","BasalGanglia_R_t_0",0.01
"Thalamus_R_t_1","BasalGanglia_R_t_1",0.35
"Thalamus_R_t_1","Cerebellum_L_t_0",0.01
"Thalamus_R_t_1","Cerebellum_L_t_1",0.13
"Thalamus_R_t_1","Cerebellum_R_t_1",0.25
"Thalamus_R_t_1","Cingulate_L_t_0",0.01
"Thalamus_R_t_1","DVARS_t_1",0.16
"Thalamus_R_t_1","Frontal_L_t_0",0.01
"Thalamus_R_t_1","Frontal_L_t_1",0.1
"Thalamus_R_t_1","Frontal_Orb_L_t_1",0.18
"Thalamus_R_t_1","Frontal_Orb_R_t_1",0.3
"Thalamus_R_t_1","Frontal_R_t_1",0.36
"Thalamus_R_t_1","Insula_L_t_0",0.02
"Thalamus_R_t_1","Insula_L_t_1",0.04
"Thalamus_R_t_1","Insula_R_t_0",0.01
"Thalamus_R_t_1","Insula_R_t_1",0.04
"Thalamus_R_t_1","Limbic_L_t_0",0.01
"Thalamus_R_t_1","Limbic_L_t_1",0.35
"Thalamus_R_t_1","Limbic_R_t_1",0.55
"Thalamus_R_t_1","Motor_L_t_0",0.01
"Thalamus_R_t_1","Motor_L_t_1",0.02
"Thalamus_R_t_1","Motor_R_t_1",0.16
"Thalamus_R_t_1","Occipital_L_t_1",0.18
"Thalamus_R_t_1","Occipital_R_t_1",0.45
"Thalamus_R_t_1","Parietal_L_t_1",0.1
"Thalamus_R_t_1","Parietal_R_t_1",0.3
"Thalamus_R_t_1","Temporal_L_t_0",0.01
"Thalamus_R_t_1","Temporal_L_t_1",0.29
"Thalamus_R_t_1","Temporal_R_t_0",0.02
"Thalamus_R_t_1","Temporal_R_t_1",0.18
"Thalamus_R_t_1","Thalamus_L_t_0",0.09
"Thalamus_R_t_1","Thalamus_R_t_0",0.39
"Thalamus_R_t_1","Vermis_t_1",0.43
"Vermis_t_0","BasalGanglia_L_t_0",0.22
"Vermis_t_0","BasalGanglia_R_t_0",0.33
"Vermis_t_0","Cerebellum_L_t_0",0.05
"Vermis_t_0","Cerebellum_R_t_0",0.33
"Vermis_t_0","Cingulate_L_t_0",0.15
"Vermis_t_0","Cingulate_R_t_0",0.18
"Vermis_t_0","DVARS_t_0",0.03
"Vermis_t_0","Frontal_L_t_0",0.2
"Vermis_t_0","Frontal_Orb_L_t_0",0.24
"Vermis_t_0","Frontal_Orb_R_t_0",0.42
"Vermis_t_0","Frontal_R_t_0",0.36
"Vermis_t_0","Insula_L_t_0",0.22
"Vermis_t_0","Insula_R_t_0",0.24
"Vermis_t_0","Limbic_L_t_0",0.43
"Vermis_t_0","Limbic_R_t_0",0.4
"Vermis_t_0","Motor_L_t_0",0.18
"Vermis_t_0","Motor_R_t_0",0.2
"Vermis_t_0","Occipital_L_t_0",0.29
"Vermis_t_0","Occipital_R_t_0",0.31
"Vermis_t_0","Parietal_L_t_0",0.19
"Vermis_t_0","Parietal_R_t_0",0.27
"Vermis_t_0","Temporal_L_t_0",0.25
"Vermis_t_0","Temporal_R_t_0",0.22
"Vermis_t_0","Thalamus_L_t_0",0.31
"Vermis_t_0","Thalamus_R_t_0",0.3
"Vermis_t_1","BasalGanglia_L_t_1",0.22
"Vermis_t_1","BasalGanglia_R_t_1",0.33
"Vermis_t_1","Cerebellum_L_t_0",0.04
"Vermis_t_1","Cerebellum_L_t_1",0.05
"Vermis_t_1","Cerebellum_R_t_1",0.33
"Vermis_t_1","Cingulate_L_t_1",0.15
"Vermis_t_1","Cingulate_R_t_1",0.18
"Vermis_t_1","DVARS_t_1",0.03
"Vermis_t_1","Frontal_L_t_1",0.2
"Vermis_t_1","Frontal_Orb_L_t_1",0.24
"Vermis_t_1","Frontal_Orb_R_t_1",0.42
"Vermis_t_1","Frontal_R_t_1",0.36
"Vermis_t_1","Insula_L_t_0",0.01
"Vermis_t_1","Insula_L_t_1",0.22
"Vermis_t_1","Insula_R_t_1",0.24
"Vermis_t_1","Limbic_L_t_1",0.43
"Vermis_t_1","Limbic_R_t_1",0.4
"Vermis_t_1","Motor_L_t_1",0.18
"Vermis_t_1","Motor_R_t_1",0.2
"Vermis_t_1","Occipital_L_t_0",0.06
"Vermis_t_1","Occipital_L_t_1",0.29
"Vermis_t_1","Occipital_R_t_0",0.06
"Vermis_t_1","Occipital_R_t_1",0.31
"Vermis_t_1","Parietal_L_t_0",0.02
"Vermis_t_1","Parietal_L_t_1",0.19
"Vermis_t_1","Parietal_R_t_0",0.07
"Vermis_t_1","Parietal_R_t_1",0.27
"Vermis_t_1","Temporal_L_t_1",0.25
"Vermis_t_1","Temporal_R_t_0",0.01
"Vermis_t_1","Temporal_R_t_1",0.22
"Vermis_t_1","Thalamus_L_t_1",0.31
"Vermis_t_1","Thalamus_R_t_1",0.3
"Vermis_t_1","Vermis_t_0",0.99
